主订单编号,支付方式,选购商品,商品ID,商品数量,商品金额,订单提交时间,支付完成时间,订单完成时间,订单状态,取消原因,售后状态,订单类型,订单应付金额,优惠总金额,平台优惠
"	6951671276479714989","	抖音支付",随机一只 手提式抽绳垃圾袋家用小袋子-1只*1卷(一只),"	3811316655305392177",1,2.10,"	2026-03-29 19:45:09","	2026-03-29 19:45:11","	2026-03-29 20:20:35",已完成,,-,普通订单,2.10,0.00,-
"	6951664436594611793","	支付宝",随机一只 手提式抽绳垃圾袋家用小袋子-1只*1卷(一只),"	3811316898054930433",1,2.10,"	2026-03-29 19:45:02","	2026-03-29 19:45:05","	2026-03-29 20:16:51",已完成,,-,普通订单,2.10,0.00,-
"	6951658255311574609","	支付宝",随机一只 手提式抽绳垃圾袋家用小袋子-1只*1卷(一只),"	3811316898054930433",1,2.10,"	2026-03-29 19:44:51","	2026-03-29 19:44:55","	2026-03-29 20:17:04",已完成,,-,普通订单,2.10,0.00,-
"	6951658209871074897","	支付宝",随机一只 手提式抽绳垃圾袋家用小袋子-1只*1卷(一只),"	3811316898054930433",1,2.10,"	2026-03-29 19:44:41","	2026-03-29 19:44:44","	2026-03-29 20:17:14",已完成,,-,普通订单,2.10,0.00,-
"	6951664506076534353","	支付宝",随机一只 手提式抽绳垃圾袋家用小袋子-1只*1卷(一只),"	3811316898054930433",1,2.10,"	2026-03-29 19:44:31","	2026-03-29 19:44:34","	2026-03-29 20:17:25",已完成,,-,普通订单,2.10,0.00,-
"	6951653560546694737","	支付宝",随机一只 手提式抽绳垃圾袋家用小袋子-1只*1卷(一只),"	3811316898054930433",1,2.10,"	2026-03-29 19:44:16","	2026-03-29 19:44:21","	2026-03-29 20:17:35",已完成,,-,普通订单,2.10,0.00,-
"	6925216925642096255","	抖音支付",可爱小黄鸭按压式回力车玩具适合的摩托车造型-1只装,"	3796350506939580958",1,3.99,"	2026-03-29 19:15:08","	2026-03-29 19:15:09","	2026-03-31 10:57:32",已完成,,-,普通订单,3.99,0.00,-
"	6925210053042011775","	抖音支付",可爱小黄鸭按压式回力车玩具适合的摩托车造型-1只装,"	3796350506939580958",1,3.99,"	2026-03-29 19:15:01","	2026-03-29 19:15:02","	2026-03-31 10:57:25",已完成,,-,普通订单,3.99,0.00,-
"	6925216918398271103","	抖音支付",可爱小黄鸭按压式回力车玩具适合的摩托车造型-1只装,"	3796350506939580958",1,3.99,"	2026-03-29 19:14:53","	2026-03-29 19:14:54","	2026-03-31 10:57:17",已完成,,-,普通订单,3.99,0.00,-
"	6925221157093211775","	抖音支付",可爱小黄鸭按压式回力车玩具适合的摩托车造型-1只装,"	3796350506939580958",1,3.99,"	2026-03-29 19:14:09","	2026-03-29 19:14:11","	2026-03-31 10:57:10",已完成,,-,普通订单,3.99,0.00,-
"	6925221150903860863","	抖音支付",可爱小黄鸭按压式回力车玩具适合的摩托车造型-1只装,"	3796350506939580958",1,3.99,"	2026-03-29 19:14:01","	2026-03-29 19:14:03","	2026-03-31 10:57:03",已完成,,-,普通订单,3.99,0.00,-
"	6925228217019760255","	抖音支付",可爱小黄鸭按压式回力车玩具适合的摩托车造型-1只装,"	3796350506939580958",1,3.99,"	2026-03-29 19:13:54","	2026-03-29 19:13:55","	2026-03-31 10:56:56",已完成,,-,普通订单,3.99,0.00,-
"	6925210063805841023","	抖音支付",可爱小黄鸭按压式回力车玩具适合的摩托车造型-1只装,"	3796350506939580958",1,3.99,"	2026-03-29 19:13:46","	2026-03-29 19:13:47","	2026-03-31 10:56:49",已完成,,-,普通订单,3.99,0.00,-
"	6925230122686381695","	抖音支付",可爱小黄鸭按压式回力车玩具适合的摩托车造型-1只装,"	3796350506939580958",1,3.99,"	2026-03-29 19:13:39","	2026-03-29 19:13:40","	2026-03-31 10:56:43",已完成,,-,普通订单,3.99,0.00,-
"	6925230164131610239","	抖音支付",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-10包浓缩液【袋子颜色随机】,"	3796349154066825652",1,3.99,"	2026-03-29 19:13:25","	2026-03-29 19:13:26","	2026-03-31 10:56:36",已完成,,-,普通订单,3.99,0.00,-
"	6925210034137366143","	抖音支付",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-10包浓缩液【袋子颜色随机】,"	3796349154066825652",1,3.99,"	2026-03-29 19:13:17","	2026-03-29 19:13:18","	2026-03-31 10:56:29",已完成,,-,普通订单,3.99,0.00,-
"	6925210040275467903","	抖音支付",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-10包浓缩液【袋子颜色随机】,"	3796349154066825652",1,3.99,"	2026-03-29 19:12:52","	2026-03-29 19:12:53","	2026-03-31 10:56:23",已完成,,-,普通订单,3.99,0.00,-
"	6925216914503270015","	抖音支付",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-10包浓缩液【袋子颜色随机】,"	3796349154066825652",1,3.99,"	2026-03-29 19:12:37","	2026-03-29 19:12:38","	2026-03-31 10:56:16",已完成,,-,普通订单,3.99,0.00,-
"	6925228221547642495","	抖音支付",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-10包浓缩液【袋子颜色随机】,"	3796349154066825652",1,3.99,"	2026-03-29 19:12:29","	2026-03-29 19:12:30","	2026-03-31 10:56:09",已完成,,-,普通订单,3.99,0.00,-
"	6925221138505694847","	抖音支付",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-10包浓缩液【袋子颜色随机】,"	3796349154066825652",1,3.99,"	2026-03-29 19:12:18","	2026-03-29 19:12:19","	2026-03-31 10:56:02",已完成,,-,普通订单,3.99,0.00,-
"	6925216923628109439","	抖音支付",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-10包浓缩液【袋子颜色随机】,"	3796349154066825652",1,3.99,"	2026-03-29 19:12:09","	2026-03-29 19:12:10","	2026-03-31 10:55:54",已完成,,-,普通订单,3.99,0.00,-
"	6925210060870155903","	抖音支付",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-10包浓缩液【袋子颜色随机】,"	3796349154066825652",1,3.99,"	2026-03-29 19:11:59","	2026-03-29 19:12:00","	2026-03-30 20:00:35",已完成,,-,普通订单,3.99,0.00,-
"	6925216904326053503","	抖音支付",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-10包浓缩液【袋子颜色随机】,"	3796349154066825652",1,3.99,"	2026-03-29 19:11:50","	2026-03-29 19:11:52","	2026-03-30 19:48:09",已完成,,-,普通订单,3.99,0.00,-
"	6925221159343783551","	抖音支付",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-10包浓缩液【袋子颜色随机】,"	3796349154066825652",1,3.99,"	2026-03-29 19:11:41","	2026-03-29 19:11:42","	2026-03-30 19:48:02",已完成,,-,普通订单,3.99,0.00,-
"	6925225539994942806","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-29 19:03:42","	2026-03-29 19:23:47",,已发货,,-,普通订单,14.99,0.00,-
"	6951664448959354343","	微信",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-30包浓缩液【袋子颜色随机】,"	3796349154066825652",1,8.99,"	2026-03-29 19:01:48","	2026-03-29 19:02:03",,已发货,,-,普通订单,8.99,0.00,-
"	6925225549854506944","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-29 19:00:31","	2026-03-29 19:00:36",,已发货,,-,普通订单,0.95,12.04,平台签到领现金券-2.00;金币抵扣金额-10.04
"	6951680038328931815","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-29 18:59:28","	2026-03-29 18:59:36",,已发货,,-,普通订单,14.99,0.00,-
"	6951661994438563214","	微信",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-30包浓缩液【袋子颜色随机】,"	3796349154066825652",1,8.99,"	2026-03-29 18:58:02","	2026-03-29 18:58:09",,已发货,,-,普通订单,4.99,4.00,平台专属限时优惠券-4.00
"	6925223206774602833","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-29 18:55:50","	2026-03-29 18:56:03",,已发货,,-,普通订单,14.99,0.00,-
"	6951677828587721896","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-29 18:55:01","	2026-03-29 18:55:11",,已发货,,-,普通订单,12.99,0.00,-
"	6925216886593519378","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-29 18:54:30","	2026-03-29 18:54:38",,已发货,,-,普通订单,14.99,0.00,-
"	6951660091921209295","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-29 18:51:37","	2026-03-29 18:51:42",,已发货,,-,普通订单,14.99,0.00,-
"	6951675562274461529","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-29 18:51:02","	2026-03-29 18:51:07",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,10.99,2.00,平台专属限时优惠券-2.00
"	6951660044637509479","	支付宝",2026新款海豚冲电泡泡机爆款卡通七彩泡泡机创意灯光连发泡泡枪-蓝海豚【冲电电池+1瓶泡泡水+10浓缩液】,"	3805374372856856962",1,14.99,"	2026-03-29 18:49:24","	2026-03-29 18:49:33",,已发货,,-,普通订单,14.99,0.00,-
"	6925209988479549299","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-29 18:43:33","	2026-03-29 18:43:35",,已发货,,-,普通订单,14.99,0.00,-
"	6951651274523023104","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-29 18:37:59","	2026-03-29 18:38:09",,已发货,,-,普通订单,12.99,0.50,-
"	6951668664868804240","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-29 18:34:21","	2026-03-29 18:34:40",,已发货,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,14.99,0.00,-
"	6951631993952212693","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811125698911928762",1,2.20,"	2026-03-28 19:56:05","	2026-03-28 19:56:09","	2026-03-28 20:31:47",已完成,,-,普通订单,2.20,0.00,-
"	6951631993952212693","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127013373247813",1,2.20,"	2026-03-28 19:56:05","	2026-03-28 19:56:09","	2026-03-28 20:31:47",已完成,,-,普通订单,2.20,0.00,-
"	6951631993952212693","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128042026303570",1,2.20,"	2026-03-28 19:56:05","	2026-03-28 19:56:09","	2026-03-28 20:31:47",已完成,,-,普通订单,2.20,0.00,-
"	6951631993952212693","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128372696842351",1,2.20,"	2026-03-28 19:56:05","	2026-03-28 19:56:09","	2026-03-28 20:31:47",已完成,,-,普通订单,2.20,0.00,-
"	6951631993952212693","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811126076978102419",1,2.20,"	2026-03-28 19:56:05","	2026-03-28 19:56:09","	2026-03-28 20:31:47",已完成,,-,普通订单,2.20,0.00,-
"	6951631993952212693","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127831480631487",1,2.20,"	2026-03-28 19:56:05","	2026-03-28 19:56:09","	2026-03-28 20:31:47",已完成,,-,普通订单,2.20,0.00,-
"	6951631993952212693","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811125791354388719",1,2.20,"	2026-03-28 19:56:05","	2026-03-28 19:56:09","	2026-03-28 20:31:47",已完成,,-,普通订单,2.20,0.00,-
"	6951631993952212693","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127474906071190",1,2.20,"	2026-03-28 19:56:05","	2026-03-28 19:56:09","	2026-03-28 20:31:47",已完成,,-,普通订单,2.20,0.00,-
"	6951631993952212693","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127045451284772",1,2.20,"	2026-03-28 19:56:05","	2026-03-28 19:56:09","	2026-03-28 20:31:47",已完成,,-,普通订单,2.20,0.00,-
"	6951631993952212693","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128271622504474",1,2.20,"	2026-03-28 19:56:05","	2026-03-28 19:56:09","	2026-03-28 20:31:47",已完成,,-,普通订单,2.20,0.00,-
"	6951656366404474581","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811125698911928762",1,2.20,"	2026-03-28 19:55:47","	2026-03-28 19:55:51","	2026-03-28 20:32:20",已完成,,-,普通订单,2.20,0.00,-
"	6951656366404474581","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127013373247813",1,2.20,"	2026-03-28 19:55:47","	2026-03-28 19:55:51","	2026-03-28 20:32:20",已完成,,-,普通订单,2.20,0.00,-
"	6951656366404474581","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128042026303570",1,2.20,"	2026-03-28 19:55:47","	2026-03-28 19:55:51","	2026-03-28 20:32:20",已完成,,-,普通订单,2.20,0.00,-
"	6951656366404474581","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128372696842351",1,2.20,"	2026-03-28 19:55:47","	2026-03-28 19:55:51","	2026-03-28 20:32:20",已完成,,-,普通订单,2.20,0.00,-
"	6951656366404474581","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811126076978102419",1,2.20,"	2026-03-28 19:55:47","	2026-03-28 19:55:51","	2026-03-28 20:32:20",已完成,,-,普通订单,2.20,0.00,-
"	6951656366404474581","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127831480631487",1,2.20,"	2026-03-28 19:55:47","	2026-03-28 19:55:51","	2026-03-28 20:32:20",已完成,,-,普通订单,2.20,0.00,-
"	6951656366404474581","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811125791354388719",1,2.20,"	2026-03-28 19:55:47","	2026-03-28 19:55:51","	2026-03-28 20:32:20",已完成,,-,普通订单,2.20,0.00,-
"	6951656366404474581","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127474906071190",1,2.20,"	2026-03-28 19:55:47","	2026-03-28 19:55:51","	2026-03-28 20:32:20",已完成,,-,普通订单,2.20,0.00,-
"	6951656366404474581","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127045451284772",1,2.20,"	2026-03-28 19:55:47","	2026-03-28 19:55:51","	2026-03-28 20:32:20",已完成,,-,普通订单,2.20,0.00,-
"	6951656366404474581","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128271622504474",1,2.20,"	2026-03-28 19:55:47","	2026-03-28 19:55:51","	2026-03-28 20:32:20",已完成,,-,普通订单,2.20,0.00,-
"	6951632019343480533","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811125698911928762",1,2.20,"	2026-03-28 19:55:31","	2026-03-28 19:55:35","	2026-03-28 20:32:41",已完成,,-,普通订单,2.20,0.00,-
"	6951632019343480533","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127013373247813",1,2.20,"	2026-03-28 19:55:31","	2026-03-28 19:55:35","	2026-03-28 20:32:41",已完成,,-,普通订单,2.20,0.00,-
"	6951632019343480533","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128042026303570",1,2.20,"	2026-03-28 19:55:31","	2026-03-28 19:55:35","	2026-03-28 20:32:41",已完成,,-,普通订单,2.20,0.00,-
"	6951632019343480533","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128372696842351",1,2.20,"	2026-03-28 19:55:31","	2026-03-28 19:55:35","	2026-03-28 20:32:41",已完成,,-,普通订单,2.20,0.00,-
"	6951632019343480533","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811126076978102419",1,2.20,"	2026-03-28 19:55:31","	2026-03-28 19:55:35","	2026-03-28 20:32:41",已完成,,-,普通订单,2.20,0.00,-
"	6951632019343480533","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127831480631487",1,2.20,"	2026-03-28 19:55:31","	2026-03-28 19:55:35","	2026-03-28 20:32:41",已完成,,-,普通订单,2.20,0.00,-
"	6951632019343480533","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811125791354388719",1,2.20,"	2026-03-28 19:55:31","	2026-03-28 19:55:35","	2026-03-28 20:32:41",已完成,,-,普通订单,2.20,0.00,-
"	6951632019343480533","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127474906071190",1,2.20,"	2026-03-28 19:55:31","	2026-03-28 19:55:35","	2026-03-28 20:32:41",已完成,,-,普通订单,2.20,0.00,-
"	6951632019343480533","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127045451284772",1,2.20,"	2026-03-28 19:55:31","	2026-03-28 19:55:35","	2026-03-28 20:32:41",已完成,,-,普通订单,2.20,0.00,-
"	6951632019343480533","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128271622504474",1,2.20,"	2026-03-28 19:55:31","	2026-03-28 19:55:35","	2026-03-28 20:32:41",已完成,,-,普通订单,2.20,0.00,-
"	6951647634658957013","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811125698911928762",1,2.20,"	2026-03-28 19:55:13","	2026-03-28 19:55:17","	2026-03-28 20:32:59",已完成,,-,普通订单,2.20,0.00,-
"	6951647634658957013","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127013373247813",1,2.20,"	2026-03-28 19:55:13","	2026-03-28 19:55:17","	2026-03-28 20:32:59",已完成,,-,普通订单,2.20,0.00,-
"	6951647634658957013","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128042026303570",1,2.20,"	2026-03-28 19:55:13","	2026-03-28 19:55:17","	2026-03-28 20:32:59",已完成,,-,普通订单,2.20,0.00,-
"	6951647634658957013","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128372696842351",1,2.20,"	2026-03-28 19:55:13","	2026-03-28 19:55:17","	2026-03-28 20:32:59",已完成,,-,普通订单,2.20,0.00,-
"	6951647634658957013","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811126076978102419",1,2.20,"	2026-03-28 19:55:13","	2026-03-28 19:55:17","	2026-03-28 20:32:59",已完成,,-,普通订单,2.20,0.00,-
"	6951647634658957013","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127831480631487",1,2.20,"	2026-03-28 19:55:13","	2026-03-28 19:55:17","	2026-03-28 20:32:59",已完成,,-,普通订单,2.20,0.00,-
"	6951647634658957013","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811125791354388719",1,2.20,"	2026-03-28 19:55:13","	2026-03-28 19:55:17","	2026-03-28 20:32:59",已完成,,-,普通订单,2.20,0.00,-
"	6951647634658957013","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127474906071190",1,2.20,"	2026-03-28 19:55:13","	2026-03-28 19:55:17","	2026-03-28 20:32:59",已完成,,-,普通订单,2.20,0.00,-
"	6951647634658957013","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127045451284772",1,2.20,"	2026-03-28 19:55:13","	2026-03-28 19:55:17","	2026-03-28 20:32:59",已完成,,-,普通订单,2.20,0.00,-
"	6951647634658957013","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128271622504474",1,2.20,"	2026-03-28 19:55:13","	2026-03-28 19:55:17","	2026-03-28 20:32:59",已完成,,-,普通订单,2.20,0.00,-
"	6951647644742063829","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811125698911928762",1,2.20,"	2026-03-28 19:54:54","	2026-03-28 19:54:59","	2026-03-28 20:33:18",已完成,,-,普通订单,2.20,0.00,-
"	6951647644742063829","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127013373247813",1,2.20,"	2026-03-28 19:54:54","	2026-03-28 19:54:59","	2026-03-28 20:33:18",已完成,,-,普通订单,2.20,0.00,-
"	6951647644742063829","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128042026303570",1,2.20,"	2026-03-28 19:54:54","	2026-03-28 19:54:59","	2026-03-28 20:33:18",已完成,,-,普通订单,2.20,0.00,-
"	6951647644742063829","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128372696842351",1,2.20,"	2026-03-28 19:54:54","	2026-03-28 19:54:59","	2026-03-28 20:33:18",已完成,,-,普通订单,2.20,0.00,-
"	6951647644742063829","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811126076978102419",1,2.20,"	2026-03-28 19:54:54","	2026-03-28 19:54:59","	2026-03-28 20:33:18",已完成,,-,普通订单,2.20,0.00,-
"	6951647644742063829","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127831480631487",1,2.20,"	2026-03-28 19:54:54","	2026-03-28 19:54:59","	2026-03-28 20:33:18",已完成,,-,普通订单,2.20,0.00,-
"	6951647644742063829","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811125791354388719",1,2.20,"	2026-03-28 19:54:54","	2026-03-28 19:54:59","	2026-03-28 20:33:18",已完成,,-,普通订单,2.20,0.00,-
"	6951647644742063829","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127474906071190",1,2.20,"	2026-03-28 19:54:54","	2026-03-28 19:54:59","	2026-03-28 20:33:18",已完成,,-,普通订单,2.20,0.00,-
"	6951647644742063829","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127045451284772",1,2.20,"	2026-03-28 19:54:54","	2026-03-28 19:54:59","	2026-03-28 20:33:18",已完成,,-,普通订单,2.20,0.00,-
"	6951647644742063829","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128271622504474",1,2.20,"	2026-03-28 19:54:54","	2026-03-28 19:54:59","	2026-03-28 20:33:18",已完成,,-,普通订单,2.20,0.00,-
"	6951651795791648469","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811125698911928762",1,2.20,"	2026-03-28 19:54:36","	2026-03-28 19:54:39","	2026-03-28 20:33:42",已完成,,-,普通订单,2.20,0.00,-
"	6951651795791648469","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127013373247813",1,2.20,"	2026-03-28 19:54:36","	2026-03-28 19:54:39","	2026-03-28 20:33:42",已完成,,-,普通订单,2.20,0.00,-
"	6951651795791648469","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128042026303570",1,2.20,"	2026-03-28 19:54:36","	2026-03-28 19:54:39","	2026-03-28 20:33:42",已完成,,-,普通订单,2.20,0.00,-
"	6951651795791648469","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811128372696842351",1,2.20,"	2026-03-28 19:54:36","	2026-03-28 19:54:39","	2026-03-28 20:33:42",已完成,,-,普通订单,2.20,0.00,-
"	6951651795791648469","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811126076978102419",1,2.20,"	2026-03-28 19:54:36","	2026-03-28 19:54:39","	2026-03-28 20:33:42",已完成,,-,普通订单,2.20,0.00,-
"	6951651795791648469","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811127831480631487",1,2.20,"	2026-03-28 19:54:36","	2026-03-28 19:54:39","	2026-03-28 20:33:42",已完成,,-,普通订单,2.20,0.00,-
"	6951651795791648469","	支付宝",【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪-默认,"	3811125791354388719",1,2.20,"	2026-03-28 19:54:36","	2026-03-28 19:54:39","	2026-03-28 20:33:42",已完成,,-,普通订单,2.20,0.00,-
