结算时间,订单号,子订单号,结算金额,结算账户,结算单类型,有结算前退款,下单时间,商品ID,商品名称,商品数量,达人ID,达人名称,业务类型,订单类型,订单总价,商品总价,运费,店铺券,政府补贴商家垫资,结算前退款金额,平台补贴,其他平台补贴,政府补贴平台垫资,达人补贴,抖音支付补贴,抖音月付营销补贴,银行补贴,以旧换新抵扣,平台补贴运费,用户实付,收入合计,平台服务费,达人佣金,服务商佣金,渠道分成,招商服务费,站外推广费,其他分成,其他分成说明,支出合计,是否免佣,免佣金额,商户主体名称,备注
" "," "," ",收入+支出," "," "," "," "," "," "," "," "," "," "," ",商品总价+运费," "," ",包括商家发的优惠券、商品直降金额以及与平台混资补贴商家承担的金额,以旧换新商家先行出资，结算后商家拿着对应金额发票与政府进行金额结算。,退给用户的货款+运费+退补贴," ",其他平台补贴包括话费充值平台优惠金额，此部分补贴金额商家无需给平台开票,以旧换新政府出资补商家，跟随货款一同结算给商家，包括以旧换新政府补贴券，商家无需开票。," "," "," "," "," "," "," ",用户实付+平台补贴+达人补贴+抖音支付补贴+抖音月付补贴+银行补贴+以旧换新抵扣+平台补贴运费+政府补贴平台垫资+其他平台补贴,"'-(用户实付+平台补贴+达人补贴+平台补贴运费+政府补贴平台垫资+其他平台补贴)*费率
平台按照商品类目费率收取商家的费用","'-(用户实付-运费+平台补贴+达人补贴+平台补贴运费+抖音支付补贴+抖音月付补贴+政府补贴平台垫资+其他平台补贴)*费率
商家支出给达人的佣金",商家使用了服务商服务（例如商家招募与培训、内容制作、抖店开设与运营、达人运营等一站式服务），需要支付给对应服务商的佣金,仅在学浪订单场景下存在的分成，如果订单非学浪订单则不会有这个费用,商家支出给团长的佣金,推广者在抖音APP外进行商品推广，用户因推广者推广进入抖音APP进入小店平台并完成商品购买。商家商品通过精选联盟平台的推广者成交的，每笔订单商家需要向推广者支付一定比例的推广费,除“佣金、渠道分成、招商服务费、站外推广费”等账单中已分列展示之外的分成项目," ",平台服务费+达人佣金+服务商佣金+渠道分成+招商服务费+站外推广费+其他分成,订单是否命中了平台各类平台服务费减免活动，例如商品卡佣金减免等活动,订单结算时按照平台活动规则减免掉的金额，免佣金额不会结算或打款给商家," "," "
2026-03-31 06:51:46,'6951647660412311253,'6951647660412835541,2.09,聚合账户,已结算,否,2026-03-28 19:54:21,'3811127045451284772,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 06:51:46,'6951643008361305813,'6951643008361699029,2.09,聚合账户,已结算,否,2026-03-28 15:43:50,'3811101136111403242,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 06:51:46,'6951649478550951637,'6951649478551410389,2.09,聚合账户,已结算,否,2026-03-28 15:44:21,'3811100236257034539,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:02:36,'6951632020625561301,'6951632020626020053,2.09,聚合账户,已结算,否,2026-03-28 19:52:56,'3811128042026303570,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:03:55,'6951638342030661333,'6951638342030923477,2.09,聚合账户,已结算,否,2026-03-28 15:39:26,'3811101039491416757,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:04:47,'6951618142161540821,'6951618142161802965,2.09,聚合账户,已结算,否,2026-03-28 15:38:38,'3811101039491416757,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:05:46,'6951638349495277269,'6951638349495408341,2.09,聚合账户,已结算,否,2026-03-28 15:39:07,'3811100236257034539,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:06:37,'6951649464515106517,'6951649464515368661,2.09,聚合账户,已结算,否,2026-03-28 15:38:14,'3811098713716293642,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:06:37,'6951656394458732245,'6951656394458994389,2.09,聚合账户,已结算,否,2026-03-28 19:53:52,'3811127831480631487,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:06:37,'6951643008361305813,'6951643008361830101,2.09,聚合账户,已结算,否,2026-03-28 15:43:50,'3811101161897984148,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:06:37,'6951647634658957013,'6951647634659481301,2.09,聚合账户,已结算,否,2026-03-28 19:55:13,'3811127045451284772,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:06:37,'6951638369073239765,'6951638369073501909,2.09,聚合账户,已结算,否,2026-03-28 15:44:34,'3811098713716293642,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:06:39,'6951638349495277269,'6951638349495736021,2.09,聚合账户,已结算,否,2026-03-28 15:39:07,'3811100255592776059,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:08:42,'6951649456050149077,'6951649456050214613,2.09,聚合账户,已结算,否,2026-03-28 15:45:01,'3811101387232772169,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:08:42,'6951638342030661333,'6951638342030661333,2.09,聚合账户,已结算,否,2026-03-28 15:39:26,'3811101675188519030,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:08:42,'6951647660412311253,'6951647660412638933,2.09,聚合账户,已结算,否,2026-03-28 19:54:21,'3811127831480631487,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:08:42,'6951631993952212693,'6951631993952212693,2.09,聚合账户,已结算,否,2026-03-28 19:56:05,'3811125698911928762,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:08:42,'6951643008361305813,'6951643008361633493,2.09,聚合账户,已结算,否,2026-03-28 15:43:50,'3811101039491416757,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:11:50,'6951649456050149077,'6951649456050607829,2.09,聚合账户,已结算,否,2026-03-28 15:45:01,'3811100236257034539,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:13:05,'6951649456050149077,'6951649456050738901,2.09,聚合账户,已结算,否,2026-03-28 15:45:01,'3811101675188519030,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:13:39,'6951649478550951637,'6951649478551017173,2.09,聚合账户,已结算,否,2026-03-28 15:44:21,'3811101387232772169,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:13:39,'6951651795791648469,'6951651795792238293,2.09,聚合账户,已结算,否,2026-03-28 19:54:36,'3811128271622504474,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:14:21,'6951638369073239765,'6951638369073632981,2.09,聚合账户,已结算,否,2026-03-28 15:44:34,'3811101136111403242,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:15:30,'6951656394458732245,'6951656394459322069,2.09,聚合账户,已结算,否,2026-03-28 19:53:52,'3811125698911928762,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:18:17,'6951647634658957013,'6951647634659022549,2.09,聚合账户,已结算,否,2026-03-28 19:55:13,'3811127013373247813,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:18:32,'6951651795791648469,'6951651795792107221,2.09,聚合账户,已结算,否,2026-03-28 19:54:36,'3811127474906071190,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:20:08,'6951647660412311253,'6951647660412573397,2.09,聚合账户,已结算,否,2026-03-28 19:54:21,'3811126076978102419,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:22:10,'6951629265824257749,'6951629265824782037,2.09,聚合账户,已结算,否,2026-03-28 15:44:05,'3811101161897984148,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:25:06,'6951651795791648469,'6951651795791976149,2.09,聚合账户,已结算,否,2026-03-28 19:54:36,'3811127831480631487,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:27:17,'6951656392430655189,'6951656392430786261,2.09,聚合账户,已结算,否,2026-03-28 19:53:25,'3811128042026303570,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:27:55,'6951629265824257749,'6951629265824257749,2.09,聚合账户,已结算,否,2026-03-28 15:44:05,'3811100139762876565,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:30:31,'6951632019343480533,'6951632019343742677,2.09,聚合账户,已结算,否,2026-03-28 19:55:31,'3811126076978102419,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:43,'6951647644742063829,'6951647644742457045,2.09,聚合账户,已结算,否,2026-03-28 19:54:54,'3811125791354388719,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:44,'6951638369073239765,'6951638369073567445,2.09,聚合账户,已结算,否,2026-03-28 15:44:34,'3811101039491416757,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:44,'6951647660412311253,'6951647660412770005,2.09,聚合账户,已结算,否,2026-03-28 19:54:21,'3811127474906071190,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:44,'6951656366404474581,'6951656366404736725,2.09,聚合账户,已结算,否,2026-03-28 19:55:47,'3811126076978102419,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:44,'6951647660412311253,'6951647660412442325,2.09,聚合账户,已结算,否,2026-03-28 19:54:21,'3811128042026303570,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:47,'6951638342030661333,'6951638342031251157,2.09,聚合账户,已结算,否,2026-03-28 15:39:26,'3811100139762876565,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:47,'6951647660412311253,'6951647660412901077,2.09,聚合账户,已结算,否,2026-03-28 19:54:21,'3811128271622504474,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:47,'6951649478550951637,'6951649478550951637,2.09,聚合账户,已结算,否,2026-03-28 15:44:21,'3811100139762876565,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:47,'6951618083984774869,'6951618083984971477,2.09,聚合账户,已结算,否,2026-03-28 15:39:42,'3811101136111403242,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:47,'6951649456050149077,'6951649456050149077,2.09,聚合账户,已结算,否,2026-03-28 15:45:01,'3811100139762876565,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:51,'6951618142161540821,'6951618142162065109,2.09,聚合账户,已结算,否,2026-03-28 15:38:38,'3811101387232772169,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:51,'6951631993952212693,'6951631993952278229,2.09,聚合账户,已结算,否,2026-03-28 19:56:05,'3811127013373247813,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:51,'6951618083984774869,'6951618083985233621,2.09,聚合账户,已结算,否,2026-03-28 15:39:42,'3811100255592776059,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:51,'6951632020625561301,'6951632020626085589,2.09,聚合账户,已结算,否,2026-03-28 19:52:56,'3811127013373247813,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:31:51,'6951618142161540821,'6951618142161737429,2.09,聚合账户,已结算,否,2026-03-28 15:38:38,'3811101136111403242,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:33:30,'6951629265824257749,'6951629265824323285,2.09,聚合账户,已结算,否,2026-03-28 15:44:05,'3811101387232772169,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:33:43,'6951656394458732245,'6951656394458863317,2.09,聚合账户,已结算,否,2026-03-28 19:53:52,'3811127474906071190,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-03-31 08:39:15,'6951629265824257749,'6951629265824454357,2.09,聚合账户,已结算,否,2026-03-28 15:44:05,'3811100214706701512,【只测试不发货】小萌鸭飞机泡泡枪萌趣迷你沾水泡泡枪,1,,,小店自卖,普通订单,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,-0.11,0,0,0,0,0,0,,-0.11,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
